http_agent,version_release,screen_height,screen_width,model,screen_density_dpi,cpu_support_abis,screen_density
Dalvik/2.1.0 (Linux; U; Android 10; AGS3-AL09HN Build/HUAWEIAGS3-AL09HN),10,1920,1200,AGS3-AL09HN,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; MI 9 MIUI/V11.0.9.0.QFACNXM),10,2340,1080,MI9,352,"[arm64-v8a, armeabi-v7a, armeabi]",2.2
Dalvik/2.1.0 (Linux; U; Android 10; moto g 5G plus Build/QPN30.37-Q3-42-51),10,2520,1080,motog5Gplus,356,"[arm64-v8a, armeabi-v7a, armeabi]",2.2250001
Dalvik/2.1.0 (Linux; U; Android 9; GIONEEK7 Build/PPR1.180610.011),9,1600,720,GIONEEK7,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 9; MI 8 UD MIUI/V10.3.2.2.P),9,2248,1080,MI8UD,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; NOH-AL10 Build/HUAWEINOH-AL10),10,2376,1104,NOH-AL10,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; PCAT00 Build/QKQ1.190918.001),10,1080,2340,PCAT00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.1.1; 202018 Build/N6F26Q),7.1.1,1600,720,202018,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
Dalvik/2.1.0 (Linux; U; Android 10; EML-AL00 Build/HUAWEIEML-AL00),10,1080,2244,EML-AL00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; SM-F907N Build/QP1A.190711.020),10,2152,1536,SM-F907N,460,"[arm64-v8a, armeabi-v7a, armeabi]",2.875
Dalvik/2.1.0 (Linux; U; Android 10; Shadow X Build/QP1A.190711.020),10,1920,1200,ShadowX,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 9; MIX 2S MIUI/V11.0.3.0.P),9,2160,1080,MIX2S,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 5.1.1; V1923A Build/LMY49I),5.1.1,1600,900,V1923A,240,"[x86, armeabi-v7a, armeabi]",1.5
Dalvik/2.1.0 (Linux; U; Android 10; SM-N960U1 Build/QP1A.190711.020),10,2220,1080,SM-N960U1,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 7.1.1; GIONEE 20200418 Build/N6F26Q),7.1.1,1440,720,GIONEE20200418,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 11; SM-G981U Build/RP1A.200720.012),11,2400,1080,SM-G981U,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; SM-G9750 Build/QP1A.190711.020),10,1520,720,SM-G9750,280,"[arm64-v8a, armeabi-v7a, armeabi]",1.75
Dalvik/2.1.0 (Linux; U; Android 11; J9210 Build/55.2.A.4.229),11,2520,1080,J9210,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 7.1.1; MI 6 MIUI/V9.0.4.0.NCACNEI),7.1.1,1920,1080,MI6,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; Redmi Note 7 Pro MIUI/21.1.20),10,2340,1080,RedmiNote7Pro,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; Redmi K30 MIUI/20.3.26),10,2400,1080,RedmiK30,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 7.1.2; X2 SE Build/N2G47H),7.1.2,1920,1080,X2SE,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 9; 12Pro Build/PPR1.180610.011),9,1600,720,12Pro,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-A3009 Build/LRX22G),5.0.2,960,540,SM-A3009,240,"[armeabi-v7a, armeabi]",1.5
Dalvik/2.1.0 (Linux; U; Android 9; MI 8 MIUI/9.9.24),9,2248,1080,MI8,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 11; SM-F907N Build/RP1A.200720.012),11,2152,1536,SM-F907N,460,"[arm64-v8a, armeabi-v7a, armeabi]",2.875
Dalvik/2.1.0 (Linux; U; Android 9; NX627J Build/PKQ1.190616.001),9,2340,1080,NX627J,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; NOH-AL10 Build/HUAWEINOH-AL10),10,2376,1152,NOH-AL10,576,"[arm64-v8a, armeabi-v7a, armeabi]",3.6000001
Dalvik/2.1.0 (Linux; U; Android 9; SM-F907N Build/PPR1.180610.011),9,2152,1536,SM-F907N,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
Dalvik/2.1.0 (Linux; U; Android 9; MI 8 MIUI/V10.3.2.2.P),9,2248,1080,MI8,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 8.0.0; M20 4G(M3K1) Build/O00623),8.0.0,2560,1600,M204G(M3K1),426,"[arm64-v8a, armeabi-v7a, armeabi]",2.6625001
Dalvik/2.1.0 (Linux; U; Android 11; ZTE A2322 Build/RKQ1.210303.002),11,2460,1080,ZTEA2322,411,"[arm64-v8a, armeabi-v7a, armeabi]",2.5687501
Dalvik/2.1.0 (Linux; U; Android 10; Redmi K30 Pro MIUI/V12.0.9.0.QJKCNXM),10,2400,1080,RedmiK30Pro,461,"[arm64-v8a, armeabi-v7a, armeabi]",2.8812501
Dalvik/2.1.0 (Linux; U; Android 10; Redmi Note 7 Pro MIUI/V12.5.1.0.QFHCNXM),10,2340,1080,RedmiNote7Pro,432,"[arm64-v8a, armeabi-v7a, armeabi]",2.7
Dalvik/2.1.0 (Linux; U; Android 9; H8296 Build/52.0.A.11.32),9,2160,1080,H8296,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 5.1; MX4 Build/LMY47I),5.1,1920,1152,MX4,480,"[armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.1.0; MI 8 Lite MIUI/V10.0.7.0.ODTCNFH),8.1.0,2280,1080,MI8Lite,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; V1836A Build/QP1A.190711.020),10,2460,1080,V1836A,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
Dalvik/2.1.0 (Linux; U; Android 10; MI 9 Transparent Edition MIUI/9.12.19),10,2340,1080,MI9TransparentEdition,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; ELS-AN00 Build/HUAWEIELS-AN00),10,1760,800,ELS-AN00,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 11; PCAT00 Build/RKQ1.201217.002),11,2340,1080,PCAT00,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 8.0.0; MI 5 MIUI/V10.2.1.0.OAACNXM),8.0.0,1920,1080,MI5,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 9; shb202081 Build/P00610),9,1600,720,shb202081,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; AGS3-W00D Build/HUAWEIAGS3-W00D),10,1200,1266,AGS3-W00D,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G8850 Build/R16NW),8.0.0,2220,1080,SM-G8850,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 9; MI 6X MIUI/20.1.2),9,2160,1080,MI6X,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; CHL-AL00 Build/HONORCHL-AL00),10,2400,1080,CHL-AL00,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 9; J9110 Build/55.0.A.10.26),9,2560,1096,J9110,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 10; CLT-TL01 Build/HUAWEICLT-TL01),10,2240,1080,CLT-TL01,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 9; Mix 2 MIUI/9.8.21),9,2160,1080,Mix2,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 11; PEMT00 Build/RP1A.200720.011),11,1600,720,PEMT00,272,"[arm64-v8a, armeabi-v7a, armeabi]",1.7
Dalvik/2.1.0 (Linux; U; Android 9; AGS2-W09HN Build/HUAWEIAGS2-W09HN),9,1200,1920,AGS2-W09HN,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-T580 Build/M1AJQ),8.1.0,1920,1200,SM-T580,280,"[armeabi-v7a, armeabi]",1.75
Dalvik/2.1.0 (Linux; U; Android 9; MI 9 MIUI/9.8.1),9,2340,1080,MI9,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; Redmi K30 5G MIUI/V11.0.11.0.QGICNXM),10,2400,1080,RedmiK305G,461,"[arm64-v8a, armeabi-v7a, armeabi]",2.8812501
Dalvik/2.1.0 (Linux; U; Android 6.0; OUJIA 2019 Build/MRA58K),6.0,1440,720,OUJIA2019,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 11; SHARK KSR-A0 Build/KASE2108161CN00MP4),11,2400,1080,SHARKKSR-A0,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 8.0.0; VKY-AL00 Build/HUAWEIVKY-AL00),8.0.0,2560,1440,VKY-AL00,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 9; SCV40 Build/PPR1.180610.011),9,2220,1080,SCV40,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 9; Redmi Note 8 MIUI/V11.0.6.0.PCOCNXM),9,2340,1080,RedmiNote8,461,"[arm64-v8a, armeabi-v7a, armeabi]",2.8812501
Dalvik/2.1.0 (Linux; U; Android 10; SM-G9750 Build/QP1A.190711.020),10,2280,1080,SM-G9750,510,"[arm64-v8a, armeabi-v7a, armeabi]",3.1875
Dalvik/2.1.0 (Linux; U; Android 9; Nokia X7 Build/PPR1.180610.011),9,2246,1080,NokiaX7,356,"[arm64-v8a, armeabi-v7a, armeabi]",2.2250001
Dalvik/2.1.0 (Linux; U; Android 8.0.0; ONEPLUS A3010 Build/OPR1.170623.032),8.0.0,1920,1080,ONEPLUSA3010,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 11; GM1900 Build/RKQ1.201022.002),11,2340,1080,GM1900,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
Dalvik/1.6.0 (Linux; U; Android 4.4.4; HUAWEI G7-UL20 Build/HuaweiG7-UL20),4.4.4,1280,720,HUAWEIG7-UL20,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 11; XT2125-4 Build/RRN31.Q1-20-52-3),11,2520,1080,XT2125-4,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 6.0; P10 Build/MRA58K),6.0,1280,640,P10,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 5.1.1; V1938T Build/LMY49I),5.1.1,1600,900,V1938T,320,"[x86, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 9; Redmi Note 7 MIUI/V11.0.3.0.PFGCNZY),9,2340,1080,RedmiNote7,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 9; MI 8 MIUI/9.5.9),9,2158,1080,MI8,461,"[arm64-v8a, armeabi-v7a, armeabi]",2.8812501
Dalvik/2.1.0 (Linux; U; Android 10; BAH3-AL00 Build/HUAWEIBAH3-AL00),10,2000,1200,BAH3-AL00,372,"[arm64-v8a, armeabi-v7a, armeabi]",2.325
Dalvik/2.1.0 (Linux; U; Android 6.0; 5G Build/MRA58K),6.0,960,480,5G,240,"[arm64-v8a, armeabi-v7a, armeabi]",1.5
Dalvik/2.1.0 (Linux; U; Android 9; SKW-A0 Build/SKYW1905272CN00MP4),9,2340,1080,SKW-A0,490,"[arm64-v8a, armeabi-v7a, armeabi]",3.0625
Dalvik/2.1.0 (Linux; U; Android 9; 20210228 Build/PPR1.180610.011),9,1640,720,20210228,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 9; V1913A Build/P00610),9,1080,2340,V1913A,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; ASUS_I005DB Build/RKQ1.201022.002),11,2448,1080,ASUS_I005DB,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 10; SM-G988U Build/QP1A.190711.020),10,3200,1440,SM-G988U,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 9; MI CC9 Pro Premium Edition MIUI/V11.0.7.0.PFDCNXM),9,2340,1080,MICC9ProPremiumEdition,461,"[arm64-v8a, armeabi-v7a, armeabi]",2.8812501
Dalvik/2.1.0 (Linux; U; Android 10; MI 8 MIUI/V11.0.7.0.QEACNXM),10,2158,1080,MI8,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; PDAT10 Build/QKQ1.200114.002),10,2400,1080,PDAT10,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/1.6.0 (Linux; U; Android 4.4.4; vivo Y23L Build/KTU84P),4.4.4,854,480,vivoY23L,240,"[armeabi-v7a, armeabi]",1.5
Dalvik/2.1.0 (Linux; U; Android 9; MAR-AL00 Build/HUAWEIMAR-AL00),9,1734,810,MAR-AL00,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
Dalvik/2.1.0 (Linux; U; Android 9; POT-AL00a Build/HUAWEIPOT-AL00a),9,2340,1080,POT-AL00a,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 9; V1913A Build/P00610),9,2340,1080,V1913A,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 9; XT1965-6 Build/PCW29.27-116),9,2270,1080,XT1965-6,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; LM-G900 Build/QKQ1.200412.002),10,2460,1080,LM-G900,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 9; SM-N976V Build/PPR1.180610.011),9,2280,1080,SM-N976V,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 7.1.1; vivo X7Plus Build/NMF26F),7.1.1,1920,1080,vivoX7Plus,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.1.2; MI 5X MIUI/V9.5.3.0.NDBCNFA),7.1.2,1920,1080,MI5X,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; MIX 2 MIUI/20.5.28),9,2160,1080,MIX2,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 8.1.0; SKR-A0 Build/G66X1903040CN00MPX),8.1.0,2160,1080,SKR-A0,366,"[arm64-v8a, armeabi-v7a, armeabi]",2.2875001
Dalvik/2.1.0 (Linux; U; Android 10; Redmi K20 Pro Premium Edition MIUI/V11.0.8.0.QFKCNXM),10,2340,1080,RedmiK20ProPremiumEdition,461,"[arm64-v8a, armeabi-v7a, armeabi]",2.8812501
Dalvik/2.1.0 (Linux; U; Android 11; SM-N976U Build/RP1A.200720.012),11,3040,1440,SM-N976U,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 10; MIX 2S MIUI/20.6.11),10,2160,1080,MIX2S,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Redmi 3S MIUI/V7.6.4.0.MALCNDE),6.0.1,1280,720,Redmi3S,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 11; V1955A Build/RP1A.200720.012),11,1080,2400,V1955A,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.1.1; M30 Build/N6F26Q),7.1.1,2244,1080,M30,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; MIX 2 MIUI/9.10.31),9,2160,1080,MIX2,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo PD1709 Build/OPM1.171019.011),8.1.0,2160,1080,vivoPD1709,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.1.0; DUB-AL00 Build/HUAWEIDUB-AL00),8.1.0,720,1520,DUB-AL00,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 8.1.0; MI PAD 4 PLUS MIUI/V10.2.1.0.ODJCNXM),8.1.0,1920,1200,MIPAD4PLUS,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; HRY-AL00T Build/HONORHRY-AL00T),10,1560,720,HRY-AL00T,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
Dalvik/2.1.0 (Linux; U; Android 9; MI 8 MIUI/V10.2.2.0.PEACNZY),9,2248,1080,MI8,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; SM-N9810 Build/QP1A.190711.020),10,2400,1080,SM-N9810,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 9; ALP-TL00 Build/HUAWEIALP-TL00),9,1280,720,ALP-TL00,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
Dalvik/2.1.0 (Linux; U; Android 10; MI 8 MIUI/V12.0.4.0.QEACNXM),10,2158,1080,MI8,352,"[arm64-v8a, armeabi-v7a, armeabi]",2.2
Dalvik/2.1.0 (Linux; U; Android 7.0; HUAWEI MLA-TL10 Build/HUAWEIMLA-TL10),7.0,1920,1080,HUAWEIMLA-TL10,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J3110 Build/LMY47X),5.1.1,1280,720,SM-J3110,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; SM-F7000 Build/QP1A.190711.020),10,2636,1080,SM-F7000,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM901 Build/MXB48T),6.0.1,1920,1080,SM901,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; LYA-AL00 Build/HUAWEILYA-AL00),10,1560,720,LYA-AL00,272,"[arm64-v8a, armeabi-v7a, armeabi]",1.7
Dalvik/2.1.0 (Linux; U; Android 12; Pixel 5 Build/SPB4.210715.014),12,2340,1080,Pixel5,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 9; 5G Build/PPR1.180610.011),9,1600,720,5G,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; ZTE A2121 Build/QKQ1.200913.002),10,2460,1080,ZTEA2121,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; GM1910 Build/PKQ1.190110.001),9,3120,1440,GM1910,650,"[arm64-v8a, armeabi-v7a, armeabi]",4.0625
Dalvik/2.1.0 (Linux; U; Android 10; Mi 10 MIUI/20.3.28),10,2340,1080,Mi10,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 9; Redmi 6 Pro MIUI/V11.0.4.0.PDICNXM),9,2280,1080,Redmi6Pro,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 8.1.0; Springer805 Build/OPM8.190605.005),8.1.0,1280,720,Springer805,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; RMX2142 Build/QKQ1.200216.002),10,2400,1080,RMX2142,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 10; NAT-TN70 Build/TDTechNAT-TN70),10,2453,1133,NAT-TN70,521,"[arm64-v8a, armeabi-v7a, armeabi]",3.2562501
Dalvik/2.1.0 (Linux; U; Android 10; HD1925 Build/QKQ1.190716.003),10,3120,1440,HD1925,490,"[arm64-v8a, armeabi-v7a, armeabi]",3.0625
Dalvik/2.1.0 (Linux; U; Android 10; SM-N9600 Build/QP1A.190711.020),10,2960,1440,SM-N9600,600,"[arm64-v8a, armeabi-v7a, armeabi]",3.75
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Redmi 4 MIUI/V8.0.6.0.MBECNDG),6.0.1,1920,1080,Redmi4,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; vivo 1910 Build/RP1A.200720.012),11,2400,1080,vivo1910,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; POT-AL10 Build/HUAWEIPOT-AL10),10,1080,2340,POT-AL10,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; V2134A Build/RP1A.200720.012),11,1080,2376,V2134A,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; XT2125-4 Build/RRN31.Q1-22),11,2520,1080,XT2125-4,460,"[arm64-v8a, armeabi-v7a, armeabi]",2.875
Dalvik/2.1.0 (Linux; U; Android 9; F11 Pro Build/PPR1.180610.011),9,1600,720,F11Pro,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 7.1.1; ZUK Z2131 Build/NMF26F),7.1.1,1920,1080,ZUKZ2131,380,"[arm64-v8a, armeabi-v7a, armeabi]",2.375
Dalvik/2.1.0 (Linux; U; Android 10; JSN-L23 Build/HONORJSN-L23),10,2340,1080,JSN-L23,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 11; ELZ-AN20 Build/HONORELZ-AN20),11,2376,1104,ELZ-AN20,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.0; SM-C5000 Build/NRD90M),7.0,1920,1080,SM-C5000,420,"[armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 11; PEAT00 Build/RP1A.200720.011),11,1080,2400,PEAT00,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 9; KM33 Build/PPR1.180610.011),9,2340,1080,KM33,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.1.2; SM-N9700 Build/N2G47H),4.4.4,1920,1080,vivoV3MaxA,320,"[x86, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; LM-G710 Build/QKQ1.191222.002),10,3120,1440,LM-G710,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N9700 Build/LMY49I),5.1.1,1600,900,SM-N9700,320,"[x86, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 5.1.1; RMX1931 Build/LMY49I),5.1.1,1600,900,RMX1931,320,"[x86, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 5.1.1; V1923A Build/LMY49I),5.1.1,1600,900,V1923A,320,"[x86, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 9; SKR-A0 Build/G66X2001130CN00MPP),9,2160,1080,SKR-A0,366,"[arm64-v8a, armeabi-v7a, armeabi]",2.2875001
Dalvik/2.1.0 (Linux; U; Android 8.1.0; P50 Build/O11019),8.1.0,960,480,P50,240,"[armeabi-v7a, armeabi]",1.5
Dalvik/2.1.0 (Linux; U; Android 10; LM-F100N Build/QKQ1.200719.002),10,2460,1080,LM-F100N,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.1.1; BBB100-4 Build/NMF26F),7.1.1,1620,1080,BBB100-4,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 7.1.1; OPPO A83t Build/N6F26Q),7.1.1,720,1440,OPPOA83t,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; AORO_A10 Build/QP1A.190711.020),10,2400,1080,AORO_A10,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; PBCT10 Build/PKQ1.190414.001),9,2340,1080,PBCT10,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 9; Newman G5i Build/PPR1.180610.011),9,1560,720,NewmanG5i,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; Redmi K30 5G Speed MIUI/V12.0.5.0.QGICNXM),10,2400,1080,RedmiK305GSpeed,467,"[arm64-v8a, armeabi-v7a, armeabi]",2.91875
Dalvik/2.1.0 (Linux; U; Android 6.0; Newman P400 Build/MRA58K),6.0,1200,540,NewmanP400,240,"[arm64-v8a, armeabi-v7a, armeabi]",1.5
Dalvik/2.1.0 (Linux; U; Android 10; WLZ-AL10 Build/HUAWEIWLZ-AL10),10,2400,1080,WLZ-AL10,443,"[arm64-v8a, armeabi-v7a, armeabi]",2.76875
Dalvik/2.1.0 (Linux; U; Android 10; LM-G710N Build/QKQ1.191222.002),10,3120,1440,LM-G710N,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 10; SM-W2020 Build/QP1A.190711.020),10,1960,840,SM-W2020,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
